PremiumID,PolicyID,PremiumAmount,CommissionAmount
POL0015983,POL0015983,2561,153.66
POL0015984,POL0015984,1154,184.64
POL0015985,POL0015985,1283,218.11
POL0015986,POL0015986,13286,1860.04
POL0015987,POL0015987,2504,175.28
POL0015988,POL0015988,1173,105.57
POL0015989,POL0015989,5589,1006.02
POL0015990,POL0015990,42777,3849.93
POL0015991,POL0015991,1686,118.02
POL0015992,POL0015992,778,77.8
POL0015993,POL0015993,1497,164.67
POL0015994,POL0015994,1218,243.6
POL0015995,POL0015995,152290,12183.2
POL0015996,POL0015996,149097,20873.58
POL0015997,POL0015997,2484,397.44
POL0015998,POL0015998,6272,501.76
POL0015999,POL0015999,13603,2448.54
POL0016000,POL0016000,7409,1185.44
POL0016001,POL0016001,45962,5055.82
POL0016002,POL0016002,2387,262.57
POL0016003,POL0016003,1574,157.4
POL0016004,POL0016004,5910,1004.7
POL0016005,POL0016005,4486,852.34
POL0016006,POL0016006,8643,518.58
POL0016007,POL0016007,5094,560.34
POL0016008,POL0016008,260,39
POL0016009,POL0016009,10870,978.3
POL0016010,POL0016010,11634,1628.76
POL0016011,POL0016011,14879,2083.06
POL0016012,POL0016012,891,71.28
POL0016013,POL0016013,3166,569.88
POL0016014,POL0016014,1039,124.68
POL0016015,POL0016015,4909,245.45
POL0016016,POL0016016,12443,995.44
POL0016017,POL0016017,7098,922.74
POL0016018,POL0016018,3645,291.6
POL0016019,POL0016019,2981,238.48
POL0016020,POL0016020,3408,340.8
POL0016021,POL0016021,1527,106.89
POL0016022,POL0016022,2486,174.02
POL0016023,POL0016023,9290,1765.1
POL0016024,POL0016024,15686,2039.18
POL0016025,POL0016025,10777,969.93
POL0016026,POL0016026,1076,75.32
POL0016027,POL0016027,34692,6591.48
POL0016028,POL0016028,3451,172.55
POL0016029,POL0016029,911,136.65
POL0016030,POL0016030,2559,153.54
POL0016031,POL0016031,4651,837.18
POL0016032,POL0016032,519,83.04
POL0016033,POL0016033,62216,8088.08
POL0016034,POL0016034,3774,490.62
POL0016035,POL0016035,1205,204.85
POL0016036,POL0016036,57400,4018
POL0016037,POL0016037,1634,310.46
POL0016038,POL0016038,2479,148.74
POL0016039,POL0016039,45992,4139.28
POL0016040,POL0016040,21414,1713.12
POL0016041,POL0016041,1221,207.57
POL0016042,POL0016042,3987,358.83
POL0016043,POL0016043,366,36.6
POL0016044,POL0016044,194,13.58
POL0016045,POL0016045,2508,200.64
POL0016046,POL0016046,284312,39803.68
POL0016047,POL0016047,1355,81.3
POL0016048,POL0016048,3726,409.86
POL0016049,POL0016049,11140,1225.4
POL0016050,POL0016050,3023,302.3
POL0016051,POL0016051,916,54.96
POL0016052,POL0016052,20495,2049.5
POL0016053,POL0016053,2270,295.1
POL0016054,POL0016054,2019,222.09
POL0016055,POL0016055,2420,290.4
POL0016056,POL0016056,870,87
POL0016057,POL0016057,63869,8941.66
POL0016058,POL0016058,17078,1024.68
POL0016059,POL0016059,2788,446.08
POL0016060,POL0016060,10342,2068.4
POL0016061,POL0016061,34811,2436.77
POL0016062,POL0016062,769,53.83
POL0016063,POL0016063,5380,484.2
POL0016064,POL0016064,36613,6590.34
POL0016065,POL0016065,77067,15413.4
POL0016066,POL0016066,1791,232.83
POL0016067,POL0016067,5167,930.06
POL0016068,POL0016068,1518,166.98
POL0016069,POL0016069,536,53.6
POL0016070,POL0016070,1598,143.82
POL0016071,POL0016071,3863,347.67
POL0016072,POL0016072,146,10.22
POL0016073,POL0016073,1821,200.31
POL0016074,POL0016074,2250,112.5
POL0016075,POL0016075,2765,193.55
POL0016076,POL0016076,824,74.16
POL0016077,POL0016077,8896,1601.28
POL0016078,POL0016078,59399,11879.8
POL0016079,POL0016079,60713,6071.3
POL0016080,POL0016080,1401,112.08
POL0016081,POL0016081,136259,24526.62
POL0016082,POL0016082,22931,4586.2
POL0016083,POL0016083,1547,232.05
POL0016084,POL0016084,20806,1456.42
POL0016085,POL0016085,3222,322.2
POL0016086,POL0016086,1299,168.87
POL0016087,POL0016087,14606,2775.14
POL0016088,POL0016088,934,84.06
POL0016089,POL0016089,156,14.04
POL0016090,POL0016090,1124,157.36
POL0016091,POL0016091,1938,368.22
POL0016092,POL0016092,5982,658.02
POL0016093,POL0016093,693,55.44
POL0016094,POL0016094,854,93.94
POL0016095,POL0016095,27910,1953.7
POL0016096,POL0016096,2689,134.45
POL0016097,POL0016097,5644,1128.8
POL0016098,POL0016098,764,91.68
POL0016099,POL0016099,20541,1232.46
POL0016100,POL0016100,2754,302.94
POL0016101,POL0016101,80294,16058.8
POL0016102,POL0016102,810,162
POL0016103,POL0016103,3778,528.92
POL0016104,POL0016104,1098,208.62
POL0016105,POL0016105,10646,1916.28
POL0016106,POL0016106,2056,308.4
POL0016107,POL0016107,2480,396.8
POL0016108,POL0016108,4071,488.52
POL0016109,POL0016109,39614,7130.52
POL0016110,POL0016110,7329,806.19
POL0016111,POL0016111,744,111.6
POL0016112,POL0016112,7085,1417
POL0016113,POL0016113,3874,309.92
POL0016114,POL0016114,1277,89.39
POL0016115,POL0016115,726,108.9
POL0016116,POL0016116,941,84.69
POL0016117,POL0016117,1483,88.98
POL0016118,POL0016118,95956,8636.04
POL0016119,POL0016119,9646,675.22
POL0016120,POL0016120,67200,11424
POL0016121,POL0016121,1071,64.26
POL0016122,POL0016122,3677,404.47
POL0016123,POL0016123,32683,1634.15
POL0016124,POL0016124,3894,311.52
POL0016125,POL0016125,11053,2100.07
POL0016126,POL0016126,891,80.19
POL0016127,POL0016127,3813,343.17
POL0016128,POL0016128,2149,150.43
POL0016129,POL0016129,487,92.53
POL0016130,POL0016130,1306,117.54
POL0016131,POL0016131,3218,482.7
POL0016132,POL0016132,227,15.89
POL0016133,POL0016133,416976,33358.08
POL0016134,POL0016134,19058,1334.06
POL0016135,POL0016135,1215,85.05
POL0016136,POL0016136,240,16.8
POL0016137,POL0016137,14898,744.9
POL0016138,POL0016138,4683,749.28
POL0016139,POL0016139,3583,358.3
POL0016140,POL0016140,1111,144.43
POL0016141,POL0016141,1371,137.1
POL0016142,POL0016142,20248,1417.36
POL0016143,POL0016143,27541,2478.69
POL0016144,POL0016144,4701,705.15
POL0016145,POL0016145,782,70.38
POL0016146,POL0016146,11922,715.32
POL0016147,POL0016147,54040,6484.8
POL0016148,POL0016148,2340,257.4
POL0016149,POL0016149,2618,314.16
POL0016150,POL0016150,30481,3962.53
POL0016151,POL0016151,3261,391.32
POL0016152,POL0016152,3697,517.58
POL0016153,POL0016153,189,26.46
POL0016154,POL0016154,10349,1034.9
POL0016155,POL0016155,116306,23261.2
POL0016156,POL0016156,487,73.05
POL0016157,POL0016157,1908,95.4
POL0016158,POL0016158,6044,967.04
POL0016159,POL0016159,1228,171.92
POL0016160,POL0016160,1053,126.36
POL0016161,POL0016161,14916,2386.56
POL0016162,POL0016162,6903,345.15
POL0016163,POL0016163,1709,119.63
POL0016164,POL0016164,212408,23364.88
POL0016165,POL0016165,3894,661.98
POL0016166,POL0016166,95276,4763.8
POL0016167,POL0016167,232,18.56
POL0016168,POL0016168,1913,286.95
POL0016169,POL0016169,19335,2900.25
POL0016170,POL0016170,2990,299
POL0016171,POL0016171,37433,2994.64
POL0016172,POL0016172,8398,587.86
POL0016173,POL0016173,406,52.78
POL0016174,POL0016174,442,88.4
POL0016175,POL0016175,1581,79.05
POL0016176,POL0016176,4540,363.2
POL0016177,POL0016177,12144,850.08
POL0016178,POL0016178,7382,1107.3
POL0016179,POL0016179,3267,196.02
POL0016180,POL0016180,1463,175.56
POL0016181,POL0016181,366,43.92
POL0016182,POL0016182,5059,657.67
POL0016183,POL0016183,1132,113.2
POL0016184,POL0016184,2163,389.34
POL0016185,POL0016185,4736,473.6
POL0016186,POL0016186,2176,348.16
POL0016187,POL0016187,164130,29543.4
POL0016188,POL0016188,383,22.98
POL0016189,POL0016189,451528,85790.32
POL0016190,POL0016190,11225,1683.75
POL0016191,POL0016191,9167,1100.04
POL0016192,POL0016192,46253,8325.54
POL0016193,POL0016193,1176,105.84
POL0016194,POL0016194,2040,306
POL0016195,POL0016195,90901,9090.1
POL0016196,POL0016196,189,26.46
POL0016197,POL0016197,2842,142.1
POL0016198,POL0016198,10386,1350.18
POL0016199,POL0016199,899,116.87
POL0016200,POL0016200,128993,6449.65
POL0016201,POL0016201,13942,2230.72
POL0016202,POL0016202,6926,900.38
POL0016203,POL0016203,130169,22128.73
POL0016204,POL0016204,61089,4276.23
POL0016205,POL0016205,5497,274.85
POL0016206,POL0016206,15896,1589.6
POL0016207,POL0016207,5774,808.36
POL0016208,POL0016208,1182,106.38
POL0016209,POL0016209,2660,266
POL0016210,POL0016210,3166,411.58
POL0016211,POL0016211,966,135.24
POL0016212,POL0016212,18110,905.5
POL0016213,POL0016213,3880,737.2
POL0016214,POL0016214,84,16.8
POL0016215,POL0016215,5662,452.96
POL0016216,POL0016216,368,40.48
POL0016217,POL0016217,997,119.64
POL0016218,POL0016218,3342,334.2
POL0016219,POL0016219,3170,570.6
POL0016220,POL0016220,512,102.4
POL0016221,POL0016221,16083,2734.11
POL0016222,POL0016222,3922,549.08
POL0016223,POL0016223,10226,715.82
POL0016224,POL0016224,2448,146.88
POL0016225,POL0016225,39401,3152.08
POL0016226,POL0016226,14810,2665.8
POL0016227,POL0016227,15464,1701.04
POL0016228,POL0016228,3749,374.9
POL0016229,POL0016229,5070,861.9
POL0016230,POL0016230,157,29.83
POL0016231,POL0016231,59829,10769.22
POL0016232,POL0016232,2231,223.1
POL0016233,POL0016233,17832,1783.2
POL0016234,POL0016234,970,194
POL0016235,POL0016235,3654,401.94
POL0016236,POL0016236,7554,1284.18
POL0016237,POL0016237,473,66.22
POL0016238,POL0016238,730,116.8
POL0016239,POL0016239,2288,297.44
POL0016240,POL0016240,2682,375.48
POL0016241,POL0016241,4567,730.72
POL0016242,POL0016242,15966,2394.9
POL0016243,POL0016243,4908,588.96
POL0016244,POL0016244,2021,222.31
POL0016245,POL0016245,15376,922.56
POL0016246,POL0016246,23769,4753.8
POL0016247,POL0016247,724,57.92
POL0016248,POL0016248,6627,530.16
POL0016249,POL0016249,2181,109.05
POL0016250,POL0016250,52264,3658.48
POL0016251,POL0016251,1877,375.4
POL0016252,POL0016252,2360,330.4
POL0016253,POL0016253,6538,326.9
POL0016254,POL0016254,1562,93.72
POL0016255,POL0016255,731,95.03
POL0016256,POL0016256,3242,162.1
POL0016257,POL0016257,2713,162.78
POL0016258,POL0016258,66268,7952.16
POL0016259,POL0016259,1145,160.3
POL0016260,POL0016260,54817,6029.87
POL0016261,POL0016261,3610,613.7
POL0016262,POL0016262,2784,334.08
POL0016263,POL0016263,3096,185.76
POL0016264,POL0016264,2406,384.96
POL0016265,POL0016265,1476,103.32
POL0016266,POL0016266,4281,684.96
POL0016267,POL0016267,78310,11746.5
POL0016268,POL0016268,23717,2134.53
POL0016269,POL0016269,4551,500.61
POL0016270,POL0016270,1885,358.15
POL0016271,POL0016271,43187,3023.09
POL0016272,POL0016272,4460,847.4
POL0016273,POL0016273,1272,254.4
POL0016274,POL0016274,2107,273.91
POL0016275,POL0016275,9261,1852.2
POL0016276,POL0016276,395,51.35
POL0016277,POL0016277,919,165.42
POL0016278,POL0016278,53339,4267.12
POL0016279,POL0016279,3433,652.27
POL0016280,POL0016280,1811,307.87
POL0016281,POL0016281,9277,742.16
POL0016282,POL0016282,822,164.4
POL0016283,POL0016283,23596,1887.68
POL0016284,POL0016284,1848,295.68
POL0016285,POL0016285,28067,4771.39
POL0016286,POL0016286,1646,131.68
POL0016287,POL0016287,5791,637.01
POL0016288,POL0016288,3281,164.05
POL0016289,POL0016289,5452,381.64
POL0016290,POL0016290,2795,559
POL0016291,POL0016291,1853,111.18
POL0016292,POL0016292,28872,4330.8
POL0016293,POL0016293,1602,96.12
POL0016294,POL0016294,6679,400.74
POL0016295,POL0016295,17966,3413.54
POL0016296,POL0016296,2036,386.84
POL0016297,POL0016297,1364,136.4
POL0016298,POL0016298,3491,628.38
POL0016299,POL0016299,1317,237.06
POL0016300,POL0016300,3459,415.08
POL0016301,POL0016301,655,32.75
POL0016302,POL0016302,6501,1300.2
POL0016303,POL0016303,2313,393.21
POL0016304,POL0016304,3961,356.49
POL0016305,POL0016305,25273,3790.95
POL0016306,POL0016306,1534,291.46
POL0016307,POL0016307,216,30.24
POL0016308,POL0016308,10826,2165.2
POL0016309,POL0016309,697,48.79
POL0016310,POL0016310,221368,37632.56
POL0016311,POL0016311,2167,108.35
POL0016312,POL0016312,1312,131.2
POL0016313,POL0016313,76010,15202
POL0016314,POL0016314,1278,140.58
POL0016315,POL0016315,24710,2718.1
POL0016316,POL0016316,2346,375.36
POL0016317,POL0016317,10678,1708.48
POL0016318,POL0016318,27248,1907.36
POL0016319,POL0016319,1168,81.76
POL0016320,POL0016320,2483,297.96
POL0016321,POL0016321,20698,2483.76
POL0016322,POL0016322,5233,680.29
POL0016323,POL0016323,115920,12751.2
POL0016324,POL0016324,3070,153.5
POL0016325,POL0016325,1462,175.44
POL0016326,POL0016326,2249,157.43
POL0016327,POL0016327,3275,196.5
POL0016328,POL0016328,13266,1459.26
POL0016329,POL0016329,2764,359.32
POL0016330,POL0016330,2369,236.9
POL0016331,POL0016331,29626,1481.3
POL0016332,POL0016332,963,192.6
POL0016333,POL0016333,2470,395.2
POL0016334,POL0016334,43924,3953.16
POL0016335,POL0016335,6866,617.94
POL0016336,POL0016336,18112,1448.96
POL0016337,POL0016337,917,64.19
POL0016338,POL0016338,3289,230.23
POL0016339,POL0016339,18029,3605.8
POL0016340,POL0016340,119,22.61
POL0016341,POL0016341,5095,356.65
POL0016342,POL0016342,2960,355.2
POL0016343,POL0016343,694,41.64
POL0016344,POL0016344,17646,2117.52
POL0016345,POL0016345,8669,1733.8
POL0016346,POL0016346,6126,490.08
POL0016347,POL0016347,1443,259.74
POL0016348,POL0016348,44688,6256.32
POL0016349,POL0016349,2823,451.68
POL0016350,POL0016350,37626,3762.6
POL0016351,POL0016351,2763,524.97
POL0016352,POL0016352,182,12.74
POL0016353,POL0016353,1479,207.06
POL0016354,POL0016354,151724,9103.44
POL0016355,POL0016355,28192,1973.44
POL0016356,POL0016356,36319,3995.09
POL0016357,POL0016357,1759,105.54
POL0016358,POL0016358,6090,487.2
POL0016359,POL0016359,8733,1746.6
POL0016360,POL0016360,3903,273.21
POL0016361,POL0016361,19987,2998.05
POL0016362,POL0016362,28105,4496.8
POL0016363,POL0016363,2661,186.27
POL0016364,POL0016364,4016,522.08
POL0016365,POL0016365,137312,10984.96
POL0016366,POL0016366,62377,4366.39
POL0016367,POL0016367,6887,688.7
POL0016368,POL0016368,1872,318.24
POL0016369,POL0016369,2079,103.95
POL0016370,POL0016370,21577,1941.93
POL0016371,POL0016371,9641,1253.33
POL0016372,POL0016372,979,156.64
POL0016373,POL0016373,5667,453.36
POL0016374,POL0016374,1183,236.6
POL0016375,POL0016375,13878,832.68
POL0016376,POL0016376,48800,9272
POL0016377,POL0016377,5578,390.46
POL0016378,POL0016378,1367,136.7
POL0016379,POL0016379,677,108.32
POL0016380,POL0016380,7704,1155.6
POL0016381,POL0016381,2996,269.64
POL0016382,POL0016382,10971,1426.23
POL0016383,POL0016383,4935,888.3
POL0016384,POL0016384,8468,508.08
POL0016385,POL0016385,1247,236.93
POL0016386,POL0016386,953,114.36
POL0016387,POL0016387,8773,965.03
POL0016388,POL0016388,3058,336.38
POL0016389,POL0016389,5215,886.55
POL0016390,POL0016390,1178,212.04
POL0016391,POL0016391,3641,728.2
POL0016392,POL0016392,884,159.12
POL0016393,POL0016393,2402,336.28
POL0016394,POL0016394,4343,781.74
POL0016395,POL0016395,578,80.92
POL0016396,POL0016396,6271,1003.36
POL0016397,POL0016397,2322,464.4
POL0016398,POL0016398,125129,17518.06
POL0016399,POL0016399,987,59.22
POL0016400,POL0016400,4056,365.04
POL0016401,POL0016401,2629,446.93
POL0016402,POL0016402,2905,145.25
POL0016403,POL0016403,1753,87.65
POL0016404,POL0016404,22943,3441.45
POL0016405,POL0016405,22103,1768.24
POL0016406,POL0016406,21383,3421.28
POL0016407,POL0016407,33345,6002.1
POL0016408,POL0016408,9433,1603.61
POL0016409,POL0016409,2044,224.84
POL0016410,POL0016410,2750,275
POL0016411,POL0016411,1638,327.6
POL0016412,POL0016412,5420,1029.8
POL0016413,POL0016413,3229,548.93
POL0016414,POL0016414,375,71.25
POL0016415,POL0016415,22736,3410.4
POL0016416,POL0016416,10225,1124.75
POL0016417,POL0016417,2646,158.76
POL0016418,POL0016418,22506,3150.84
POL0016419,POL0016419,1776,284.16
POL0016420,POL0016420,3404,170.2
POL0016421,POL0016421,1582,284.76
POL0016422,POL0016422,1066,149.24
POL0016423,POL0016423,9094,1364.1
POL0016424,POL0016424,4010,601.5
POL0016425,POL0016425,1131,180.96
POL0016426,POL0016426,1094,185.98
POL0016427,POL0016427,913,73.04
POL0016428,POL0016428,11482,803.74
POL0016429,POL0016429,50215,9038.7
POL0016430,POL0016430,101076,18193.68
POL0016431,POL0016431,49035,7845.6
POL0016432,POL0016432,13516,2162.56
POL0016433,POL0016433,1553,108.71
POL0016434,POL0016434,67757,4742.99
POL0016435,POL0016435,500,70
POL0016436,POL0016436,896,134.4
POL0016437,POL0016437,179,8.95
POL0016438,POL0016438,3082,462.3
POL0016439,POL0016439,612,79.56
POL0016440,POL0016440,7076,636.84
POL0016441,POL0016441,8202,1066.26
POL0016442,POL0016442,1902,380.4
POL0016443,POL0016443,994,59.64
POL0016444,POL0016444,848,161.12
POL0016445,POL0016445,2600,416
POL0016446,POL0016446,593,35.58
POL0016447,POL0016447,1876,281.4
POL0016448,POL0016448,13107,1310.7
POL0016449,POL0016449,15594,1091.58
POL0016450,POL0016450,769,53.83
POL0016451,POL0016451,513,56.43
POL0016452,POL0016452,2689,322.68
POL0016453,POL0016453,4258,255.48
POL0016454,POL0016454,710,99.4
POL0016455,POL0016455,9929,893.61
POL0016456,POL0016456,805,120.75
POL0016457,POL0016457,2539,507.8
POL0016458,POL0016458,2681,214.48
POL0016459,POL0016459,7364,957.32
POL0016460,POL0016460,1388,222.08
POL0016461,POL0016461,10521,1893.78
POL0016462,POL0016462,1669,116.83
POL0016463,POL0016463,1187,130.57
POL0016464,POL0016464,5201,624.12
POL0016465,POL0016465,4690,469
POL0016466,POL0016466,1223,73.38
POL0016467,POL0016467,2317,278.04
POL0016468,POL0016468,5730,687.6
POL0016469,POL0016469,5885,1059.3
POL0016470,POL0016470,2536,481.84
POL0016471,POL0016471,3105,310.5
POL0016472,POL0016472,3826,497.38
POL0016473,POL0016473,1861,186.1
POL0016474,POL0016474,3063,612.6
POL0016475,POL0016475,1225,73.5
POL0016476,POL0016476,13216,1453.76
POL0016477,POL0016477,721,122.57
POL0016478,POL0016478,1264,189.6
POL0016479,POL0016479,14605,1898.65
POL0016480,POL0016480,18634,1863.4
POL0016481,POL0016481,2513,326.69
POL0016482,POL0016482,63896,10223.36
POL0016483,POL0016483,477512,66851.68
POL0016484,POL0016484,9750,1170
POL0016485,POL0016485,1489,163.79
POL0016486,POL0016486,9264,926.4
POL0016487,POL0016487,8449,675.92
POL0016488,POL0016488,2725,436
POL0016489,POL0016489,2684,456.28
POL0016490,POL0016490,573,85.95
POL0016491,POL0016491,2094,188.46
POL0016492,POL0016492,2232,178.56
POL0016493,POL0016493,8898,1601.64
POL0016494,POL0016494,2671,293.81
POL0016495,POL0016495,72536,4352.16
POL0016496,POL0016496,739,44.34
POL0016497,POL0016497,3571,678.49
POL0016498,POL0016498,3133,501.28
POL0016499,POL0016499,1234,135.74
POL0016500,POL0016500,10683,1281.96
POL0016501,POL0016501,3548,319.32
POL0016502,POL0016502,6958,1391.6
POL0016503,POL0016503,30939,2475.12
POL0016504,POL0016504,1967,373.73
POL0016505,POL0016505,388,42.68
POL0016506,POL0016506,857,59.99
POL0016507,POL0016507,2194,416.86
POL0016508,POL0016508,47432,6166.16
POL0016509,POL0016509,1345,134.5
POL0016510,POL0016510,4837,967.4
POL0016511,POL0016511,25888,1553.28
POL0016512,POL0016512,6382,1276.4
POL0016513,POL0016513,1035,155.25
POL0016514,POL0016514,5939,415.73
POL0016515,POL0016515,10422,625.32
POL0016516,POL0016516,3122,187.32
POL0016517,POL0016517,1381,248.58
POL0016518,POL0016518,9658,1158.96
POL0016519,POL0016519,3820,725.8
POL0016520,POL0016520,4109,205.45
POL0016521,POL0016521,2766,221.28
POL0016522,POL0016522,753,112.95
POL0016523,POL0016523,13840,692
POL0016524,POL0016524,1451,275.69
POL0016525,POL0016525,6819,1227.42
POL0016526,POL0016526,20891,3551.47
POL0016527,POL0016527,5941,475.28
POL0016528,POL0016528,5380,860.8
POL0016529,POL0016529,10819,1731.04
POL0016530,POL0016530,3365,336.5
POL0016531,POL0016531,19885,994.25
POL0016532,POL0016532,2922,379.86
POL0016533,POL0016533,12534,1253.4
POL0016534,POL0016534,25443,4579.74
POL0016535,POL0016535,2982,387.66
POL0016536,POL0016536,218,34.88
